City,Cloudiness,Country,Humidity,Lat,Long,Temperature,Wind Speed
Shenjiamen,48,CN,95,29.96,122.3,71.9,6.6
Shingu,75,JP,94,33.72,135.99,71.6,3.36
Shingu,75,JP,94,33.72,135.99,71.6,3.36
Singapore,75,MY,74,1.29,103.85,83.95,3.36
Sitka,32,US,37,37.17,-99.65,90.53,21.81
Sitka,32,US,37,37.17,-99.65,90.53,21.81
Sitka,32,US,37,37.17,-99.65,90.53,21.81
Sola,0,NO,93,58.89,5.65,54.61,8.39
Sola,0,NO,93,58.89,5.65,54.61,8.39
Solnechnyy,48,RU,77,50.72,136.64,49.31,4.47
Souillac,0,FR,93,45.6,-0.6,60.8,2.24
Svobody,90,RU,93,44.02,43.07,57.2,4.47
Talcahuano,90,CL,87,-36.72,-73.12,48.2,5.82
Talnakh,8,RU,73,69.49,88.39,42.65,18.01
Taoudenni,24,ML,15,22.68,-3.98,79.64,8.28
Tarakan,36,ID,100,3.3,117.63,78.11,4.7
Tasiilaq,92,GL,93,65.61,-37.64,35.6,10.29
Tateyama,40,JP,57,36.66,137.31,80.6,4.7
Tautira,20,PF,62,-17.73,-149.15,86,6.93
Tecoanapa,90,MX,74,16.99,-99.26,86,9.17
Teya,40,MX,44,21.05,-89.07,93.2,9.17
Thompson,40,CA,30,55.74,-97.86,69.8,3.58
Thompson,40,CA,30,55.74,-97.86,69.8,3.58
Tokmak,0,UA,68,47.26,35.7,50.48,3.36
Tonneins,0,FR,93,44.39,0.31,57.2,1.12
Torbay,20,CA,86,47.66,-52.73,37.4,5.82
Torbay,20,CA,86,47.66,-52.73,37.4,5.82
Torbay,20,CA,86,47.66,-52.73,37.4,5.82
Torbay,20,CA,86,47.66,-52.73,37.4,5.82
Touros,88,BR,91,-5.2,-35.46,78.65,11.97
Tucuman,68,PE,72,-17.17,-70.89,59.03,1.45
Tuktoyaktuk,75,CA,100,69.44,-133.03,37.72,12.75
Tura,20,IN,96,25.52,90.21,76.4,4.25
Turukhansk,0,RU,70,65.8,87.96,58.67,14.54
Ulaangom,8,MN,42,49.98,92.07,53.27,2.91
Upernavik,92,GL,90,72.79,-56.15,32.93,9.84
Upernavik,92,GL,90,72.79,-56.15,32.93,9.84
Upernavik,92,GL,90,72.79,-56.15,32.93,9.84
Urucui,36,BR,44,-7.23,-44.56,85.94,7.61
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ushuaia,75,AR,60,-54.81,-68.31,41,9.17
Ust-Kulom,36,RU,78,61.69,53.69,37.61,2.57
Ust-Kut,0,RU,78,56.78,105.75,59.57,3.36
Vaini,92,IN,99,15.34,74.49,70.37,3.69
Vaini,92,IN,99,15.34,74.49,70.37,3.69
Vaini,92,IN,99,15.34,74.49,70.37,3.69
Vaini,92,IN,99,15.34,74.49,70.37,3.69
Vaini,92,IN,99,15.34,74.49,70.37,3.69
Vaini,92,IN,99,15.34,74.49,70.37,3.69
Vaini,92,IN,99,15.34,74.49,70.37,3.69
Vaini,92,IN,99,15.34,74.49,70.37,3.69
Vaini,92,IN,99,15.34,74.49,70.37,3.69
Vao,80,EE,74,59.1,26.19,53.81,8.72
Vardo,1,US,82,39.62,-77.74,70.34,1.68
Verkhoyansk,0,RU,41,67.55,133.39,57.5,7.72
Vestmannaeyjar,20,IS,97,63.44,-20.27,46.7,4.7
Victoria,90,BN,94,5.28,115.24,82.4,3.36
Victoria,90,BN,94,5.28,115.24,82.4,3.36
Viedma,48,AR,71,-40.81,-62.99,36.53,8.16
Viedma,48,AR,71,-40.81,-62.99,36.53,8.16
Vila Franca do Campo,20,PT,72,37.72,-25.43,62.6,6.93
Vilhena,20,BR,80,-12.74,-60.15,72.53,4.36
Vyazma,0,RU,68,55.21,34.3,47.6,9.95
Waingapu,0,ID,93,-9.65,120.26,70.91,4.36
Walvis Bay,0,NA,88,-22.95,14.51,62.6,10.29
Whitianga,0,NZ,100,-36.83,175.7,59.75,14.88
Yellowknife,75,CA,44,62.45,-114.38,60.8,11.41
Yellowknife,75,CA,44,62.45,-114.38,60.8,11.41
Yellowknife,75,CA,44,62.45,-114.38,60.8,11.41
Yellowknife,75,CA,44,62.45,-114.38,60.8,11.41
Yellowknife,75,CA,44,62.45,-114.38,60.8,11.41
Yellowknife,75,CA,44,62.45,-114.38,60.8,11.41
Yellowknife,75,CA,44,62.45,-114.38,60.8,11.41
Yellowknife,75,CA,44,62.45,-114.38,60.8,11.41
Yinchuan,92,CN,29,38.48,106.21,65.78,7.94
Yulara,90,AU,19,-25.24,130.99,68,8.05
Ziyang,100,CN,100,30.12,104.65,64.88,14.99
Znamenskoye,36,RU,39,57.13,73.82,71.27,16.67
